Month,Avg. Players,Gain,% Gain,Peak Players
Last 30 Days,17181.57,-885.6,-4.90%,29072
April 2020,18067.17,-2375.46,-11.62%,37175
March 2020,20442.64,258.77,+1.28%,33858
February 2020,20183.86,6380.13,+46.22%,35131
January 2020,13803.73,1677.72,+13.84%,27529
December 2019,12126.01,1626.74,+15.49%,20953
November 2019,10499.27,-624.32,-5.61%,19531
October 2019,11123.59,-4762.67,-29.98%,20268
September 2019,15886.25,-,-,31353
